Datum + Uhrzeit,Durchfluss Zähler Fernwärme (m³/h),Durchfluss Wasserzähler TWE (m³/h),Durchfluss m³ Zähler Zirkulation (m³/h)
20.12.2024 01:35,"4,18",0,"0,61"
20.12.2024 01:40,"0,07",0,"0,6"
20.12.2024 01:45,0,0,"0,6"
20.12.2024 01:50,0,0,"0,6"
20.12.2024 01:55,0,0,"0,6"
20.12.2024 02:00,0,0,"0,6"
20.12.2024 02:05,0,0,"0,6"
20.12.2024 02:10,0,0,"0,6"
20.12.2024 02:15,0,0,"0,6"
20.12.2024 02:20,0,0,"0,6"
20.12.2024 02:25,0,0,"0,61"
20.12.2024 02:30,0,0,"0,61"
20.12.2024 02:35,0,0,"0,61"
20.12.2024 02:40,0,0,"0,61"
20.12.2024 02:45,0,0,"0,61"
20.12.2024 02:50,0,0,"0,6"
20.12.2024 02:55,0,0,"0,6"
20.12.2024 03:00,0,0,"0,6"
20.12.2024 03:05,0,0,"0,6"
20.12.2024 03:10,0,0,"0,6"
20.12.2024 03:15,"4,2",0,"0,61"
20.12.2024 03:20,"4,2",0,"0,6"
20.12.2024 03:25,"4,18",0,"0,6"
20.12.2024 03:30,"4,11",0,"0,6"
20.12.2024 03:35,"0,1",0,"0,61"
20.12.2024 03:40,"0,02",0,"0,61"
20.12.2024 03:45,0,0,"0,6"
20.12.2024 03:50,0,0,"0,6"
20.12.2024 03:55,"0,06",0,"0,6"
20.12.2024 04:00,0,0,"0,6"
20.12.2024 04:05,0,0,"0,6"
20.12.2024 04:10,0,0,"0,61"
20.12.2024 04:15,0,0,"0,6"
20.12.2024 04:20,0,0,"0,61"
20.12.2024 04:25,0,0,"0,61"
20.12.2024 04:30,0,0,"0,61"
20.12.2024 04:35,"0,02",0,"0,6"
20.12.2024 04:40,0,0,"0,61"
20.12.2024 04:45,0,0,"0,61"
20.12.2024 04:50,0,0,"0,61"
20.12.2024 04:55,0,0,"0,61"
20.12.2024 05:00,0,0,"0,6"
20.12.2024 05:05,"3,85",0,"0,6"
20.12.2024 05:10,"6,7",0,"0,6"
20.12.2024 05:15,"5,59",0,"0,6"
20.12.2024 05:20,"5,76",0,"0,6"
20.12.2024 05:25,"5,23",0,"0,6"
20.12.2024 05:30,"4,77",0,"0,61"
20.12.2024 05:35,"5,3",0,"0,6"
20.12.2024 05:40,"5,28",0,"0,61"
20.12.2024 05:45,"4,97",0,"0,61"
20.12.2024 05:50,"3,38",0,"0,6"
20.12.2024 05:55,"3,31",0,"0,6"
20.12.2024 06:00,"2,93",0,"0,6"
20.12.2024 06:05,"2,76",0,"0,6"
20.12.2024 06:10,"2,66",0,"0,59"
20.12.2024 06:15,"2,62",0,"0,6"
20.12.2024 06:20,"2,5",0,"0,61"
20.12.2024 06:25,"2,47",0,"0,6"
20.12.2024 06:30,"2,45",0,"0,61"
20.12.2024 06:35,"2,4",0,"0,6"
20.12.2024 06:40,"2,38",0,"0,6"
20.12.2024 06:45,"2,38",0,"0,6"
20.12.2024 06:50,"2,4",0,"0,6"
20.12.2024 06:55,"2,41",0,"0,6"
20.12.2024 07:00,"2,56",0,"0,6"
20.12.2024 07:05,"4,39",0,"0,6"
20.12.2024 07:10,"4,71",0,"0,61"
20.12.2024 07:15,"4,99",0,"0,61"
20.12.2024 07:20,"4,94",0,"0,61"
20.12.2024 07:25,"3,53",0,"0,6"
20.12.2024 07:30,"3,54",0,"0,61"
20.12.2024 07:35,"3,35",0,"0,6"
20.12.2024 07:40,"2,65",0,"0,59"
20.12.2024 07:45,"2,48",0,"0,6"
20.12.2024 07:50,"2,22",0,"0,61"
20.12.2024 07:55,"2,12",0,"0,61"
20.12.2024 08:00,"2,11",0,"0,61"
20.12.2024 08:05,"2,18",0,"0,6"
20.12.2024 08:10,"2,13",0,"0,6"
20.12.2024 08:15,"2,34",0,"0,6"
20.12.2024 08:20,"2,49",0,"0,6"
20.12.2024 08:25,"2,76",0,"0,6"
20.12.2024 08:30,"4,26",0,"0,6"
20.12.2024 08:35,"4,56",0,"0,61"
20.12.2024 08:40,"5,16",0,"0,61"
20.12.2024 08:45,"5,09",0,"0,61"
20.12.2024 08:50,"5,01",0,"0,58"
20.12.2024 08:55,"3,6",0,"0,6"
20.12.2024 09:00,"3,17",0,"0,6"
20.12.2024 09:20,"2,42",0,"0,61"
20.12.2024 09:25,"2,26",0,"0,6"
20.12.2024 09:30,"2,18",0,"0,6"
20.12.2024 09:35,"2,21",0,"0,6"
20.12.2024 09:40,"2,23",0,"0,61"
20.12.2024 09:45,"2,28",0,"0,6"
20.12.2024 09:50,"2,33",0,"0,61"
20.12.2024 09:55,"2,4",0,"0,6"
20.12.2024 10:00,"4,08",0,"0,6"
20.12.2024 10:05,"4,42",0,"0,59"
20.12.2024 10:10,"4,95",0,"0,6"
20.12.2024 10:15,"5,13",0,"0,6"
20.12.2024 10:20,"3,88",0,"0,61"
20.12.2024 10:25,"3,31",0,"0,6"
20.12.2024 10:30,3,0,"0,6"
20.12.2024 10:35,"2,78",0,"0,6"
20.12.2024 10:40,"2,26",0,"0,61"
20.12.2024 10:45,"2,16",0,"0,6"
20.12.2024 10:50,"2,02",0,"0,6"
20.12.2024 10:55,"2,01",0,"0,6"
20.12.2024 11:00,"2,11",0,"0,58"
20.12.2024 11:05,"2,26",0,"0,61"
20.12.2024 11:10,"2,28",0,"0,61"
20.12.2024 11:15,"2,42",0,"0,61"
20.12.2024 11:20,"2,51",0,"0,59"
20.12.2024 11:25,"4,18",0,"0,58"
20.12.2024 11:30,"4,32",0,"0,6"
20.12.2024 11:35,"5,23",0,"0,61"
20.12.2024 11:40,"5,16",0,"0,61"
20.12.2024 11:45,"5,01",0,"0,61"
20.12.2024 11:50,"3,96",0,"0,61"
20.12.2024 11:55,"3,5",0,"0,6"
20.12.2024 12:00,"3,25",0,"0,6"
20.12.2024 12:05,"2,95",0,"0,61"
20.12.2024 12:10,"2,38",0,"0,6"
20.12.2024 12:15,"2,3",0,"0,6"
20.12.2024 12:20,"2,21",0,"0,6"
20.12.2024 12:25,"2,14",0,"0,59"
20.12.2024 12:30,"2,16",0,"0,6"
20.12.2024 12:50,"2,37",0,"0,59"
20.12.2024 12:55,"2,5",0,"0,6"
20.12.2024 13:00,"2,47",0,"0,6"
20.12.2024 13:05,"2,45",0,"0,6"
20.12.2024 13:10,"4,22",0,"0,6"
20.12.2024 13:15,"4,58",0,"0,61"
20.12.2024 13:20,"5,26",0,"0,6"
20.12.2024 13:25,"5,09",0,"0,6"
20.12.2024 13:30,"4,9",0,"0,6"
20.12.2024 13:35,"4,1",0,"0,6"
20.12.2024 13:40,"3,51",0,"0,6"
20.12.2024 13:45,"3,02",0,"0,6"
20.12.2024 13:50,"2,48",0,"0,6"
20.12.2024 13:55,"2,26",0,"0,61"
20.12.2024 14:00,"2,26",0,"0,6"
20.12.2024 14:05,"2,21",0,"0,6"
20.12.2024 14:10,"2,21",0,"0,6"
20.12.2024 14:15,"2,18",0,"0,6"
20.12.2024 14:20,"2,16",0,"0,6"
20.12.2024 14:25,"2,23",0,"0,6"
20.12.2024 14:30,"2,26",0,"0,6"
20.12.2024 14:35,"2,33",0,"0,61"
20.12.2024 14:40,"2,38",0,"0,6"
20.12.2024 14:45,"2,45",0,"0,6"
20.12.2024 14:50,"2,51",0,"0,6"
20.12.2024 14:55,"2,53",0,"0,6"
20.12.2024 15:00,"5,93",0,"0,6"
20.12.2024 15:05,"4,37",0,"0,61"
20.12.2024 15:10,"5,03",0,"0,6"
20.12.2024 15:15,"5,11",0,"0,6"
20.12.2024 15:20,"5,04",0,"0,6"
20.12.2024 15:25,"3,68",0,"0,6"
20.12.2024 15:30,"3,05",0,"0,6"
20.12.2024 15:35,"2,35",0,"0,6"
20.12.2024 15:40,"2,23",0,"0,6"
20.12.2024 15:45,"2,22",0,"0,6"
20.12.2024 15:50,"2,26",0,"0,59"
20.12.2024 15:55,"2,23",0,"0,6"
20.12.2024 16:00,"2,21",0,"0,6"
20.12.2024 16:05,"2,3",0,"0,6"
20.12.2024 16:10,"2,4",0,"0,61"
20.12.2024 16:15,"2,38",0,"0,6"
20.12.2024 16:35,"4,44",0,"0,6"
20.12.2024 16:40,"4,63",0,"0,6"
20.12.2024 16:45,"3,77",0,"0,6"
20.12.2024 16:50,"3,58",0,"0,6"
20.12.2024 16:55,"3,31",0,"0,6"
20.12.2024 17:00,"2,88",0,"0,61"
20.12.2024 17:05,"2,88",0,"0,6"
20.12.2024 17:10,"2,5",0,"0,61"
20.12.2024 17:15,"2,47",0,"0,6"
20.12.2024 17:20,"2,4",0,"0,6"
20.12.2024 17:25,"2,44",0,"0,6"
20.12.2024 17:30,"2,35",0,"0,6"
20.12.2024 17:35,"2,4",0,"0,6"
20.12.2024 17:40,"2,31",0,"0,6"
20.12.2024 17:45,"2,35",0,"0,6"
20.12.2024 17:50,"2,35",0,"0,6"
20.12.2024 17:55,"2,33",0,"0,61"
20.12.2024 18:00,"4,09",0,"0,6"
20.12.2024 18:05,"4,37",0,"0,6"
20.12.2024 18:10,"4,49",0,"0,6"
20.12.2024 18:15,"4,85",0,"0,6"
20.12.2024 18:20,"3,95",0,"0,61"
20.12.2024 18:25,"3,82",0,"0,6"
20.12.2024 18:30,"3,22",0,"0,6"
20.12.2024 18:35,"2,88",0,"0,6"
20.12.2024 18:40,"2,35",0,"0,6"
20.12.2024 18:45,"2,1",0,"0,59"
20.12.2024 18:50,"2,09",0,"0,6"
20.12.2024 18:55,"2,13",0,"0,6"
20.12.2024 19:00,"2,16",0,"0,61"
20.12.2024 19:05,"2,22",0,"0,61"
20.12.2024 19:10,"2,28",0,"0,61"
20.12.2024 19:15,"2,35",0,"0,6"
20.12.2024 19:20,"2,52",0,"0,61"
20.12.2024 19:25,"2,66",0,"0,6"
20.12.2024 19:30,"4,52",0,"0,59"
20.12.2024 19:35,"4,9",0,"0,6"
20.12.2024 19:40,"5,04",0,"0,6"
20.12.2024 19:45,"4,99",0,"0,6"
20.12.2024 19:50,"3,72",0,"0,6"
20.12.2024 19:55,"2,88",0,"0,6"
20.12.2024 20:00,"2,67",0,"0,61"
20.12.2024 20:05,"2,3",0,"0,6"
20.12.2024 20:10,"2,3",0,"0,6"
20.12.2024 20:15,"2,16",0,"0,6"
20.12.2024 20:20,"2,11",0,"0,6"
20.12.2024 20:25,"2,17",0,"0,61"
20.12.2024 20:30,"2,13",0,"0,6"
20.12.2024 20:50,"2,59",0,"0,6"
20.12.2024 20:55,"2,54",0,"0,6"
20.12.2024 21:00,"2,52",0,"0,61"
20.12.2024 21:05,"4,67",0,"0,6"
20.12.2024 21:10,"4,34",0,"0,6"
20.12.2024 21:15,"4,79",0,"0,6"
20.12.2024 21:20,"5,04",0,"0,6"
20.12.2024 21:25,"5,04",0,"0,61"
20.12.2024 21:30,"3,55",0,"0,61"
20.12.2024 21:35,"2,59",0,"0,6"
20.12.2024 21:40,"2,59",0,"0,6"
20.12.2024 21:45,"2,21",0,"0,6"
20.12.2024 21:50,"2,09",0,"0,6"
20.12.2024 21:55,"1,97",0,"0,61"
20.12.2024 22:00,"1,97",0,"0,6"
20.12.2024 22:05,"1,99",0,"0,6"
20.12.2024 22:10,"2,03",0,"0,6"
20.12.2024 22:15,"2,09",0,"0,61"
20.12.2024 22:20,"2,18",0,"0,61"
20.12.2024 22:25,"2,28",0,"0,6"
20.12.2024 22:30,"2,4",0,"0,6"
20.12.2024 22:35,"2,38",0,"0,6"
20.12.2024 22:40,"2,39",0,"0,6"
20.12.2024 22:45,"2,4",0,"0,61"
20.12.2024 22:50,"2,4",0,"0,6"
20.12.2024 22:55,"4,2",0,"0,6"
20.12.2024 23:00,"4,58",0,"0,6"
20.12.2024 23:05,"4,94",0,"0,6"
20.12.2024 23:10,"4,9",0,"0,6"
20.12.2024 23:15,"3,58",0,"0,6"
20.12.2024 23:20,"3,09",0,"0,61"
20.12.2024 23:25,"2,64",0,"0,6"
20.12.2024 23:30,"2,33",0,"0,61"
20.12.2024 23:35,"2,14",0,"0,6"
20.12.2024 23:40,"2,16",0,"0,61"
20.12.2024 23:45,"2,06",0,"0,61"
20.12.2024 23:50,"2,04",0,"0,61"
20.12.2024 23:55,"2,06",0,"0,6"
21.12.2024 00:00,"2,04",0,"0,61"
21.12.2024 00:20,"2,45",0,"0,61"
21.12.2024 00:25,"2,4",0,"0,6"
21.12.2024 00:30,"2,35",0,"0,6"
21.12.2024 00:35,"2,3",0,"0,61"
21.12.2024 00:40,"4,18",0,"0,6"
21.12.2024 00:45,"4,44",0,"0,6"
21.12.2024 00:50,"4,92",0,"0,61"
21.12.2024 00:55,"4,27",0,"0,6"
21.12.2024 01:00,"3,22",0,"0,61"
21.12.2024 01:05,0,0,"0,6"
21.12.2024 01:10,0,0,"0,61"
21.12.2024 01:15,0,0,"0,61"
21.12.2024 01:20,0,0,"0,6"
21.12.2024 01:25,0,0,"0,6"
21.12.2024 01:30,0,0,"0,61"
21.12.2024 01:35,0,0,"0,6"
21.12.2024 01:40,0,0,"0,61"
21.12.2024 01:45,0,0,"0,6"
21.12.2024 01:50,0,0,"0,6"
21.12.2024 01:55,0,0,"0,6"
21.12.2024 02:00,0,0,"0,6"
21.12.2024 02:05,0,0,"0,6"
21.12.2024 02:10,0,0,"0,6"
21.12.2024 02:15,0,0,"0,6"
21.12.2024 02:20,0,0,"0,61"
21.12.2024 02:25,0,0,"0,61"
21.12.2024 02:30,"4,13",0,"0,6"
21.12.2024 02:35,"4,2",0,"0,6"
21.12.2024 02:40,"4,18",0,"0,61"
21.12.2024 02:45,"0,14",0,"0,61"
21.12.2024 02:50,"0,05",0,"0,6"
21.12.2024 02:55,0,0,"0,61"
21.12.2024 03:00,0,0,"0,6"
21.12.2024 03:05,0,0,"0,61"
21.12.2024 03:10,0,0,"0,6"
21.12.2024 03:15,0,0,"0,6"
21.12.2024 03:20,0,0,"0,61"
21.12.2024 03:25,0,0,"0,61"
21.12.2024 03:30,0,0,"0,6"
21.12.2024 03:35,0,0,"0,6"
21.12.2024 03:40,0,0,"0,6"
21.12.2024 03:45,0,0,"0,6"
21.12.2024 04:05,0,0,"0,6"
21.12.2024 04:10,0,0,"0,61"
21.12.2024 04:15,0,0,"0,6"
21.12.2024 04:20,"4,2",0,"0,6"
21.12.2024 04:25,"4,13",0,"0,6"
21.12.2024 04:30,"4,12",0,"0,6"
21.12.2024 04:35,"4,18",0,"0,6"
21.12.2024 04:40,"0,13",0,"0,6"
21.12.2024 04:45,"0,02",0,"0,61"
21.12.2024 04:50,0,0,"0,6"
21.12.2024 04:55,0,0,"0,6"
21.12.2024 05:00,0,0,"0,6"
21.12.2024 05:05,"6,65",0,"0,6"
21.12.2024 05:10,"6,56",0,"0,6"
21.12.2024 05:15,"6,68",0,"0,61"
21.12.2024 05:20,"5,86",0,"0,6"
21.12.2024 05:25,"4,33",0,"0,6"
21.12.2024 05:30,"3,77",0,"0,6"
21.12.2024 05:35,"3,37",0,"0,6"
21.12.2024 05:40,"2,65",0,"0,6"
21.12.2024 05:45,"2,02",0,"0,6"
21.12.2024 05:50,"1,68",0,"0,6"
21.12.2024 05:55,"1,72",0,"0,6"
21.12.2024 06:00,"2,01",0,"0,6"
21.12.2024 06:05,"2,4",0,"0,6"
21.12.2024 06:10,"4,15",0,"0,6"
21.12.2024 06:15,"4,46",0,"0,61"
21.12.2024 06:20,"4,63",0,"0,6"
21.12.2024 06:25,"5,21",0,"0,61"
21.12.2024 06:30,"5,06",0,"0,6"
21.12.2024 06:35,"5,09",0,"0,6"
21.12.2024 06:40,"3,94",0,"0,6"
21.12.2024 06:45,"3,31",0,"0,6"
21.12.2024 06:50,"2,48",0,"0,6"
21.12.2024 06:55,"2,38",0,"0,6"
21.12.2024 07:00,"2,26",0,"0,61"
21.12.2024 07:05,"2,23",0,"0,6"
21.12.2024 07:10,"2,14",0,"0,6"
21.12.2024 07:15,"2,18",0,"0,6"
21.12.2024 07:20,"2,14",0,"0,6"
21.12.2024 07:25,"2,18",0,"0,6"
21.12.2024 07:30,"2,23",0,"0,6"
21.12.2024 07:35,"2,23",0,"0,59"
21.12.2024 07:40,"2,23",0,"0,6"
21.12.2024 07:45,"2,33",0,"0,61"
21.12.2024 07:50,"2,33",0,"0,6"
21.12.2024 07:55,"2,36",0,"0,61"
21.12.2024 08:00,"4,15",0,"0,6"
21.12.2024 08:05,"4,55",0,"0,6"
21.12.2024 08:10,"4,87",0,"0,6"
21.12.2024 08:15,"4,94",0,"0,6"
21.12.2024 08:20,"3,55",0,"0,59"
21.12.2024 08:25,3,0,"0,59"
21.12.2024 08:30,"2,69",0,"0,6"
21.12.2024 08:35,"2,47",0,"0,6"
21.12.2024 08:40,"2,41",0,"0,61"
21.12.2024 08:45,"2,35",0,"0,6"
21.12.2024 08:50,"2,17",0,"0,6"
21.12.2024 08:55,"2,21",0,"0,6"
21.12.2024 09:00,"2,3",0,"0,6"
21.12.2024 09:05,"2,28",0,"0,59"
21.12.2024 09:10,"2,28",0,"0,6"
21.12.2024 09:15,"2,28",0,"0,6"
21.12.2024 09:20,"2,37",0,"0,6"
21.12.2024 09:25,"4,21",0,"0,6"
21.12.2024 09:30,"4,61",0,"0,6"
21.12.2024 09:35,"4,99",0,"0,6"
21.12.2024 09:40,"5,08",0,"0,61"
21.12.2024 09:45,"3,95",0,"0,61"
21.12.2024 09:50,"3,09",0,"0,6"
21.12.2024 09:55,"2,76",0,"0,61"
21.12.2024 10:00,"2,56",0,"0,6"
21.12.2024 10:05,"2,32",0,"0,6"
21.12.2024 10:10,"2,35",0,"0,59"
21.12.2024 10:15,"2,26",0,"0,6"
21.12.2024 10:20,"2,28",0,"0,6"
21.12.2024 10:25,"2,25",0,"0,6"
21.12.2024 10:30,"2,3",0,"0,6"
21.12.2024 10:35,"2,45",0,"0,6"
21.12.2024 10:40,"2,42",0,"0,6"
21.12.2024 10:45,"2,52",0,"0,6"
21.12.2024 10:50,"2,66",0,"0,61"
21.12.2024 10:55,"4,75",0,"0,6"
21.12.2024 11:00,"5,02",0,"0,6"
21.12.2024 11:05,"5,13",0,"0,6"
21.12.2024 11:10,"5,14",0,"0,61"
21.12.2024 11:15,"3,72",0,"0,59"
21.12.2024 11:20,"3,19",0,"0,61"
21.12.2024 11:25,"2,66",0,"0,61"
21.12.2024 11:30,"2,45",0,"0,6"
21.12.2024 11:35,"2,26",0,"0,6"
21.12.2024 11:40,"2,26",0,"0,6"
21.12.2024 11:45,"2,23",0,"0,6"
21.12.2024 11:50,"2,31",0,"0,61"
21.12.2024 11:55,"2,47",0,"0,6"
21.12.2024 12:00,"2,62",0,"0,6"
21.12.2024 12:05,"2,69",0,"0,6"
21.12.2024 12:10,"2,74",0,"0,61"
21.12.2024 12:15,"2,74",0,"0,6"
21.12.2024 12:20,"2,73",0,"0,6"
21.12.2024 12:25,"2,74",0,"0,59"
21.12.2024 12:30,"4,24",0,"0,61"
21.12.2024 12:35,"4,51",0,"0,6"
21.12.2024 12:40,"4,98",0,"0,6"
21.12.2024 12:45,"5,1",0,"0,6"
21.12.2024 12:50,"4,3",0,"0,6"
21.12.2024 12:55,"3,61",0,"0,6"
21.12.2024 13:00,"3,03",0,"0,6"
21.12.2024 13:05,"2,56",0,"0,61"
21.12.2024 13:10,"2,46",0,"0,59"
21.12.2024 13:15,"2,36",0,"0,61"
21.12.2024 13:20,"2,38",0,"0,61"
21.12.2024 13:25,"2,33",0,"0,61"
21.12.2024 13:30,"2,39",0,"0,61"
21.12.2024 13:35,"2,5",0,"0,6"
21.12.2024 13:40,"2,66",0,"0,61"
21.12.2024 13:45,"2,83",0,"0,61"
21.12.2024 13:50,"2,85",0,"0,61"
21.12.2024 13:55,"2,8",0,"0,6"
21.12.2024 14:00,"2,78",0,"0,6"
21.12.2024 14:05,"2,71",0,"0,6"
21.12.2024 14:10,"4,32",0,"0,6"
21.12.2024 14:15,"4,63",0,"0,61"
21.12.2024 14:20,"4,92",0,"0,6"
21.12.2024 14:25,"5,21",0,"0,6"
21.12.2024 14:30,"5,11",0,"0,6"
21.12.2024 14:35,"3,7",0,"0,6"
21.12.2024 14:40,"3,48",0,"0,6"
21.12.2024 14:45,"3,29",0,"0,6"
21.12.2024 14:50,"2,93",0,"0,61"
21.12.2024 14:55,"2,28",0,"0,61"
21.12.2024 15:00,"2,07",0,"0,61"
21.12.2024 15:05,"2,16",0,"0,61"
21.12.2024 15:10,"2,23",0,"0,6"
21.12.2024 15:15,"2,35",0,"0,6"
21.12.2024 15:20,"2,36",0,"0,6"
21.12.2024 15:25,"2,47",0,"0,6"
21.12.2024 15:30,"2,43",0,"0,6"
21.12.2024 15:35,"2,59",0,"0,6"
21.12.2024 15:40,"2,69",0,"0,6"
21.12.2024 15:45,"2,74",0,"0,61"
21.12.2024 15:50,"2,7",0,"0,6"
21.12.2024 15:55,"4,34",0,"0,6"
21.12.2024 16:00,"4,6",0,"0,6"
21.12.2024 16:05,"5,04",0,"0,61"
21.12.2024 16:10,"5,07",0,"0,6"
21.12.2024 16:15,"4,92",0,"0,6"
21.12.2024 16:20,"3,41",0,"0,61"
21.12.2024 16:25,"3,07",0,"0,6"
21.12.2024 16:30,"2,65",0,"0,6"
21.12.2024 16:35,"2,55",0,"0,59"
21.12.2024 16:40,"2,36",0,"0,6"
21.12.2024 16:45,"2,28",0,"0,6"
21.12.2024 16:50,"2,27",0,"0,6"
21.12.2024 16:55,"2,4",0,"0,61"
21.12.2024 17:00,"2,46",0,"0,61"
21.12.2024 17:05,"2,57",0,"0,61"
21.12.2024 17:10,"2,66",0,"0,61"
21.12.2024 17:15,"2,74",0,"0,6"
21.12.2024 17:20,"2,86",0,"0,6"
21.12.2024 17:25,"4,32",0,"0,6"
21.12.2024 17:30,"4,49",0,"0,6"
21.12.2024 17:35,"4,75",0,"0,6"
21.12.2024 17:40,"4,08",0,"0,6"
21.12.2024 17:45,"3,89",0,"0,6"
21.12.2024 17:50,"3,29",0,"0,61"
21.12.2024 17:55,"2,64",0,"0,6"
21.12.2024 18:00,"2,4",0,"0,6"
21.12.2024 18:05,"2,3",0,"0,6"
21.12.2024 18:10,"2,35",0,"0,61"
21.12.2024 18:15,"2,3",0,"0,6"
21.12.2024 18:20,"2,4",0,"0,6"
21.12.2024 18:25,"2,5",0,"0,6"
21.12.2024 18:30,"2,57",0,"0,59"
21.12.2024 18:35,"2,64",0,"0,6"
21.12.2024 18:40,"2,74",0,"0,6"
21.12.2024 18:45,"2,71",0,"0,61"
21.12.2024 18:50,"2,74",0,"0,6"
21.12.2024 18:55,"2,71",0,"0,6"
21.12.2024 19:00,"4,23",0,"0,6"
21.12.2024 19:05,"4,79",0,"0,61"
21.12.2024 19:10,"4,97",0,"0,6"
21.12.2024 19:15,5,0,"0,6"
21.12.2024 19:20,"4,11",0,"0,6"
21.12.2024 19:25,"3,18",0,"0,61"
21.12.2024 19:30,"2,62",0,"0,6"
21.12.2024 19:35,"2,39",0,"0,61"
21.12.2024 19:40,"2,3",0,"0,6"
21.12.2024 19:45,"2,2",0,"0,61"
21.12.2024 19:50,"2,24",0,"0,61"
21.12.2024 19:55,"2,3",0,"0,6"
21.12.2024 20:00,"2,45",0,"0,61"
21.12.2024 20:05,"2,48",0,"0,6"
21.12.2024 20:10,"2,57",0,"0,6"
21.12.2024 20:15,"2,57",0,"0,6"
21.12.2024 20:20,"2,63",0,"0,6"
21.12.2024 20:25,"2,64",0,"0,6"
21.12.2024 20:30,"2,54",0,"0,61"
21.12.2024 20:35,"2,38",0,"0,6"
21.12.2024 20:40,"4,2",0,"0,6"
21.12.2024 20:45,"4,72",0,"0,6"
21.12.2024 20:50,"4,92",0,"0,61"
21.12.2024 20:55,"4,97",0,"0,6"
21.12.2024 21:00,"4,18",0,"0,6"
21.12.2024 21:05,"3,29",0,"0,6"
21.12.2024 21:10,"2,93",0,"0,61"
21.12.2024 21:15,"2,74",0,"0,6"
21.12.2024 21:20,"2,3",0,"0,6"
21.12.2024 21:25,"1,99",0,"0,6"
21.12.2024 21:30,"1,97",0,"0,6"
21.12.2024 21:35,"1,94",0,"0,6"
21.12.2024 21:40,"1,9",0,"0,6"
21.12.2024 21:45,"2,06",0,"0,6"
21.12.2024 21:50,"2,14",0,"0,61"
21.12.2024 21:55,"2,3",0,"0,6"
21.12.2024 22:00,"2,45",0,"0,61"
21.12.2024 22:05,"2,54",0,"0,61"
21.12.2024 22:10,"2,57",0,"0,61"
21.12.2024 22:15,"2,54",0,"0,61"
21.12.2024 22:20,"2,52",0,"0,6"
21.12.2024 22:25,"4,46",0,"0,61"
21.12.2024 22:30,"4,87",0,"0,6"
21.12.2024 22:35,"4,99",0,"0,6"
21.12.2024 22:40,"4,06",0,"0,6"
21.12.2024 22:45,"3,36",0,"0,6"
21.12.2024 22:50,"2,64",0,"0,6"
21.12.2024 22:55,"2,07",0,"0,61"
21.12.2024 23:00,"1,94",0,"0,61"
21.12.2024 23:05,"1,85",0,"0,6"
21.12.2024 23:10,"1,92",0,"0,61"
21.12.2024 23:15,"2,08",0,"0,61"
21.12.2024 23:20,"2,28",0,"0,6"
21.12.2024 23:25,"2,41",0,"0,6"
21.12.2024 23:30,"2,47",0,"0,6"
21.12.2024 23:35,"2,48",0,"0,6"
21.12.2024 23:40,"2,45",0,"0,61"
21.12.2024 23:45,"2,38",0,"0,6"
21.12.2024 23:50,"2,24",0,"0,6"
21.12.2024 23:55,"2,18",0,"0,6"
22.12.2024 00:00,"2,16",0,"0,6"
22.12.2024 00:05,"4,18",0,"0,6"
22.12.2024 00:10,"4,13",0,"0,61"
22.12.2024 00:15,"4,82",0,"0,6"
22.12.2024 00:20,"5,02",0,"0,61"
22.12.2024 00:25,"4,38",0,"0,6"
22.12.2024 00:30,"3,7",0,"0,6"
22.12.2024 00:35,"3,34",0,"0,6"
22.12.2024 00:40,"3,05",0,"0,6"
22.12.2024 00:45,"2,3",0,"0,61"
22.12.2024 00:50,"2,23",0,"0,6"
22.12.2024 00:55,"2,14",0,"0,6"
22.12.2024 01:00,"2,18",0,"0,6"
22.12.2024 01:05,0,0,"0,6"
22.12.2024 01:10,0,0,"0,61"
22.12.2024 01:15,0,0,"0,59"
22.12.2024 01:20,0,0,"0,6"
22.12.2024 01:25,0,0,"0,61"
22.12.2024 01:30,0,0,"0,61"
22.12.2024 01:35,0,0,"0,6"
22.12.2024 01:40,0,0,"0,6"
22.12.2024 01:45,0,0,"0,6"
22.12.2024 01:50,"4,08",0,"0,61"
22.12.2024 01:55,"4,13",0,"0,6"
22.12.2024 02:00,"4,22",0,"0,6"
22.12.2024 02:05,"4,2",0,"0,6"
22.12.2024 02:10,"0,08",0,"0,6"
22.12.2024 02:15,"0,02",0,"0,61"
22.12.2024 02:20,0,0,"0,6"
22.12.2024 02:25,0,0,"0,6"
22.12.2024 02:30,0,0,"0,6"
22.12.2024 02:35,0,0,"0,61"
22.12.2024 02:40,0,0,"0,61"
22.12.2024 02:45,0,0,"0,6"
22.12.2024 02:50,0,0,"0,61"
22.12.2024 02:55,0,0,"0,61"
22.12.2024 03:00,0,0,"0,6"
22.12.2024 03:05,0,0,"0,61"
22.12.2024 03:10,0,0,"0,6"
22.12.2024 03:15,0,0,"0,61"
22.12.2024 03:20,0,0,"0,6"
22.12.2024 03:25,0,0,"0,6"
22.12.2024 03:30,0,0,"0,6"
22.12.2024 03:35,0,0,"0,6"
22.12.2024 03:40,"4,15",0,"0,61"
22.12.2024 03:45,"4,13",0,"0,61"
22.12.2024 03:50,"4,16",0,"0,61"
22.12.2024 03:55,"0,1",0,"0,6"
22.12.2024 04:00,"0,1",0,"0,6"
22.12.2024 04:05,"0,02",0,"0,61"
22.12.2024 04:10,0,0,"0,6"
22.12.2024 04:15,0,0,"0,6"
22.12.2024 04:20,0,0,"0,6"
